elapsed_seconds,time_label,temperature_C
1602,26:42,102
1603,26:43,102
1604,26:44,102
1605,26:45,101.5
1606,26:46,102
1607,26:47,101.5
1608,26:48,101.3
1610,26:50,101.5
1611,26:51,101.5
1612,26:52,100.5
1613,26:53,100.8
1614,26:54,101.3
1615,26:55,100.5
1616,26:56,100.5
1617,26:57,100.8
1618,26:58,100
1620,27:00,100.5
1621,27:01,100.3
1622,27:02,100.5
1623,27:03,99.8
1624,27:04,100
1625,27:05,100.3
1626,27:06,100
1627,27:07,100
1628,27:08,99.3
1629,27:09,99
1631,27:11,99.5
1632,27:12,99.5
1633,27:13,99.3
1634,27:14,99.5
1635,27:15,99
1636,27:16,99
1637,27:17,98.8
1639,27:19,99
1640,27:20,98.5
1641,27:21,98.3
1642,27:22,98.5
1643,27:23,98.5
1644,27:24,98.3
1645,27:25,98.5
1646,27:26,98.3
1647,27:27,98.3
1648,27:28,98
1649,27:29,97.8
1650,27:30,97.5
1652,27:32,97.8
1653,27:33,97.8
1654,27:34,97.5
1655,27:35,97.3
1656,27:36,97
1657,27:37,97.5
1658,27:38,97
1660,27:40,97
1661,27:41,96.8
1662,27:42,96.5
1663,27:43,96.8
1664,27:44,96.8
1665,27:45,96.8
1666,27:46,96.5
1667,27:47,95.8
1668,27:48,96.3
1670,27:50,96.3
1671,27:51,96
1672,27:52,95.8
1673,27:53,95.8
1674,27:54,95.5
1675,27:55,95.8
1677,27:57,95.5
1678,27:58,95.5
1679,27:59,95.3
1680,28:00,95.3
1681,28:01,95
1682,28:02,94.8
1683,28:03,94.8
1685,28:05,94.5
1686,28:06,94.3
1687,28:07,94.8
1688,28:08,94.3
1689,28:09,94.3
1690,28:10,94
1691,28:11,94.5
1693,28:13,94
1694,28:14,93.8
1695,28:15,93.8
1696,28:16,94
1697,28:17,93.8
1698,28:18,93.8
1699,28:19,93.8
1701,28:21,93.3
1702,28:22,93.5
1703,28:23,93.5
1704,28:24,93.5
1705,28:25,92.8
1706,28:26,93.3
1707,28:27,92.8
1709,28:29,93
1710,28:30,92
1711,28:31,93
1712,28:32,92.3
1713,28:33,92.5
1714,28:34,92.5
1715,28:35,92.5
1716,28:36,92.3
1717,28:37,92.3
1719,28:39,92.3
1720,28:40,92
1721,28:41,91.3
1722,28:42,92
1723,28:43,91.8
1725,28:45,91.5
1726,28:46,91.8
1727,28:47,91.3
1728,28:48,91.5
1729,28:49,91.5
1730,28:50,91.3
1731,28:51,91
1733,28:53,90.8
1734,28:54,91
1735,28:55,90.8
1736,28:56,90.8
1738,28:58,90.5
1739,28:59,90
1740,29:00,90.5
1741,29:01,90
1742,29:02,90
1744,29:04,90
1745,29:05,90.3
1746,29:06,89.8
1747,29:07,89.5
1748,29:08,89.8
1749,29:09,89.3
1750,29:10,90
1751,29:11,89.5
1753,29:13,89.5
1754,29:14,89
1755,29:15,89.3
1756,29:16,89.3
1757,29:17,89.3
1758,29:18,88.8
1759,29:19,88.8
1760,29:20,88.8
1761,29:21,88.5
1763,29:23,88.8
1764,29:24,88.3
1765,29:25,87.8
1766,29:26,88.5
1767,29:27,88.3
1768,29:28,88
1769,29:29,88.3
1770,29:30,87.8
1771,29:31,87.8
1772,29:32,88
1773,29:33,88
1774,29:34,87.5
1776,29:36,87.5
1777,29:37,87.5
1778,29:38,87.3
1779,29:39,87.5
1780,29:40,87.3
1782,29:42,87.3
1783,29:43,87.3
1784,29:44,87
1785,29:45,86.8
1786,29:46,86.8
1787,29:47,87
1789,29:49,86
1790,29:50,86.5
1791,29:51,86.5
1792,29:52,86.3
1793,29:53,86.5
1794,29:54,86.3
1795,29:55,86
1796,29:56,86
1797,29:57,85.8
1799,29:59,85.8
1800,30:00,86
1801,30:01,85.5
1802,30:02,86
1803,30:03,85.5
1804,30:04,85.8
1805,30:05,85.3
1806,30:06,85
1807,30:07,85
1808,30:08,85.3
1810,30:10,85.3
1811,30:11,85.5
1812,30:12,84.8
1813,30:13,85.3
1814,30:14,84.5
1815,30:15,84.8
1816,30:16,84.5
1817,30:17,84.8
1818,30:18,84.8
1819,30:19,84.3
1821,30:21,84.5
1822,30:22,84.5
1823,30:23,84.3
1824,30:24,84.3
1825,30:25,84.3
1826,30:26,84
1827,30:27,84.3
1829,30:29,83.8
1830,30:30,84
1831,30:31,83.8
1832,30:32,84
1833,30:33,83.8
1834,30:34,83
1835,30:35,83.5
1837,30:37,83
1838,30:38,83.5
1839,30:39,82.8
1840,30:40,83
1841,30:41,82.8
1842,30:42,82.8
1843,30:43,82.8
1844,30:44,82.8
1845,30:45,82.5
1846,30:46,82.8
1848,30:48,82.5
1849,30:49,82.5
1850,30:50,82.5
1851,30:51,82.3
1852,30:52,82.3
1853,30:53,82.8
1854,30:54,82
1856,30:56,82
1857,30:57,82
1858,30:58,81.8
1859,30:59,82
1860,31:00,82
1861,31:01,82
1862,31:02,81.3
1864,31:04,81.8
1865,31:05,81.5
1866,31:06,81.3
1867,31:07,81.5
1868,31:08,81
1869,31:09,81.5
1870,31:10,81.3
1872,31:12,80.8
1873,31:13,80.8
1874,31:14,81
1875,31:15,80.8
1876,31:16,80.5
1877,31:17,81
1878,31:18,80.8
1879,31:19,80.3
1881,31:21,80.5
1882,31:22,80.8
1883,31:23,80
1884,31:24,80
1885,31:25,80
1886,31:26,80.3
1887,31:27,79.8
1888,31:28,79.5
1889,31:29,80
1890,31:30,80.3
1891,31:31,80.3
1893,31:33,80
1894,31:34,80
1895,31:35,79.8
1896,31:36,79.5
1897,31:37,79.8
1898,31:38,79.5
1900,31:40,78.8
1901,31:41,79.8
1902,31:42,79
1903,31:43,79
1904,31:44,78.8
1905,31:45,78.8
1907,31:47,79
1908,31:48,78.8
1909,31:49,78.8
1910,31:50,79
1911,31:51,78.3
1912,31:52,78.8
1913,31:53,78.5
1915,31:55,78.5
1916,31:56,78
1917,31:57,78.3
1918,31:58,78
1919,31:59,78.5
1920,32:00,78
1921,32:01,78.3
1922,32:02,77.8
1923,32:03,78
1925,32:05,77.8
1926,32:06,77.5
1927,32:07,77.8
1928,32:08,78
1929,32:09,77.5
1930,32:10,76.8
1931,32:11,77.8
1933,32:13,77.5
1934,32:14,77
1935,32:15,77.3
1936,32:16,77.3
1937,32:17,77.3
1938,32:18,77.3
1939,32:19,76.8
1940,32:20,77.3
1941,32:21,76.8
1942,32:22,76.5
1944,32:24,77
1945,32:25,76.8
1946,32:26,76.3
1947,32:27,76.8
1948,32:28,76.5
1950,32:30,76.3
1951,32:31,76.5
1952,32:32,76.5
1953,32:33,75.8
1954,32:34,76
1956,32:36,76
1957,32:37,75.8
1958,32:38,76
1959,32:39,75.8
1960,32:40,75.3
1961,32:41,76
1962,32:42,75.8
1964,32:44,75.5
1965,32:45,75.8
1966,32:46,75.5
1967,32:47,75.5
1968,32:48,75
1969,32:49,75.3
1970,32:50,75
1971,32:51,75.3
1972,32:52,75
1974,32:54,75
1975,32:55,74.8
1976,32:56,74.8
1977,32:57,75
1978,32:58,75
1979,32:59,74.3
1980,33:00,74.8
1981,33:01,74.8
1983,33:03,73.8
1984,33:04,74.5
1985,33:05,74.5
1986,33:06,74.5
1987,33:07,74
1988,33:08,74.3
1989,33:09,74.3
1991,33:11,73.5
1992,33:12,73.8
1993,33:13,73.8
1994,33:14,74
1995,33:15,74
1996,33:16,74
1997,33:17,73.8
1998,33:18,74
1999,33:19,73.5
2000,33:20,73.8
2001,33:21,73.5
2003,33:23,73.5
2004,33:24,73.5
2005,33:25,73.5
2006,33:26,73.5
2007,33:27,73.5
2008,33:28,73
2009,33:29,72.8
2011,33:31,72.5
2012,33:32,73
2013,33:33,72.8
2014,33:34,72.8
2015,33:35,73
2016,33:36,73
2017,33:37,73
2018,33:38,72.3
2020,33:40,72.8
2021,33:41,72.5
2022,33:42,72.5
2023,33:43,72.5
2024,33:44,72.8
2025,33:45,72
2026,33:46,72
2028,33:48,72.3
2029,33:49,71.8
2030,33:50,72
2031,33:51,71.5
2032,33:52,71.5
2033,33:53,72
2035,33:55,72
2036,33:56,71.5
2037,33:57,71.8
2038,33:58,71.8
2039,33:59,71.5
2040,34:00,71.3
2041,34:01,71.5
2043,34:03,71.5
2044,34:04,71.3
2045,34:05,71.3
2046,34:06,71.5
2047,34:07,71.3
2048,34:08,71.3
2050,34:10,71
2051,34:11,71
2052,34:12,70.5
2053,34:13,71
2054,34:14,71
2055,34:15,70.5
2057,34:17,70.8
2058,34:18,70.8
2059,34:19,70
2060,34:20,70.8
2061,34:21,70.3
2062,34:22,70.3
2063,34:23,70.5
2065,34:25,70
2066,34:26,70.5
2067,34:27,69.5
2068,34:28,70.5
2069,34:29,69.8
2070,34:30,70.3
2071,34:31,69.5
2072,34:32,70.3
2074,34:34,70
2075,34:35,69.5
2076,34:36,69.3
2077,34:37,69.5
2078,34:38,69.8
2079,34:39,69.5
2080,34:40,69.3
2082,34:42,69.8
2083,34:43,69.3
2084,34:44,69.8
2085,34:45,69.3
2086,34:46,69.3
2087,34:47,69.3
2088,34:48,69
2089,34:49,69
2090,34:50,69
2092,34:52,69
2093,34:53,69
2094,34:54,69
2095,34:55,68.5
2096,34:56,68.8
2097,34:57,68.8
2098,34:58,68.5
2099,34:59,68.5
2100,35:00,69
2102,35:02,68.5
2103,35:03,68.5
2104,35:04,68.5
2105,35:05,68.8
2106,35:06,68.5
2107,35:07,68.3
2109,35:09,68.3
2110,35:10,68
2111,35:11,68.3
2112,35:12,68
2113,35:13,68
2114,35:14,68
2115,35:15,68
2116,35:16,67.3
2118,35:18,67.8
2119,35:19,67.3
2120,35:20,68
2121,35:21,67.8
2122,35:22,67.3
2123,35:23,67.8
2124,35:24,67.5
2126,35:26,67.8
2127,35:27,67.5
2128,35:28,66.8
2129,35:29,67.5
2130,35:30,67.3
2131,35:31,67.3
2132,35:32,66.8
2134,35:34,67.3
2135,35:35,67.3
2136,35:36,67.3
2137,35:37,67
2138,35:38,67
2139,35:39,66.8
2140,35:40,66.3
2141,35:41,66.8
2142,35:42,66.8
2144,35:44,66.8
2145,35:45,66.5
2146,35:46,66.8
2147,35:47,66.8
2148,35:48,66.5
2150,35:50,66
2151,35:51,66.5
2152,35:52,66.3
2153,35:53,66.3
2154,35:54,66
2155,35:55,66.3
2157,35:57,66
2158,35:58,66
2159,35:59,66.3
2160,36:00,66
2162,36:02,66
2163,36:03,65.8
2164,36:04,65
2165,36:05,65.5
2166,36:06,65.8
2167,36:07,65.8
2168,36:08,65.5
2169,36:09,65.8
2171,36:11,65.8
2172,36:12,65.3
2173,36:13,65.3
2174,36:14,65.5
2175,36:15,65
2176,36:16,65
2177,36:17,65.5
2179,36:19,65.3
2180,36:20,65.3
2181,36:21,65
2182,36:22,64.5
2183,36:23,65
2184,36:24,65
2185,36:25,64.8
2186,36:26,64.3
2188,36:28,64.8
2189,36:29,64.5
2190,36:30,65
2191,36:31,64.8
2192,36:32,64.5
2193,36:33,64.5
2194,36:34,64
2196,36:36,64.5
2197,36:37,64.5
2198,36:38,63.8
2199,36:39,63.8
2200,36:40,64
2201,36:41,64.3
2202,36:42,63.8
2204,36:44,63.3
2205,36:45,64
2206,36:46,63.8
2207,36:47,64
2208,36:48,64
2209,36:49,64
2210,36:50,63.8
2212,36:52,64
2213,36:53,63.8
2214,36:54,63.8
2215,36:55,63.8
2216,36:56,63.3
2217,36:57,63.8
2218,36:58,63.5
2220,37:00,63.5
2221,37:01,63
2222,37:02,63.3
2223,37:03,63.5
2224,37:04,63.5
2225,37:05,63.3
2226,37:06,63
2227,37:07,63
2229,37:09,63
2230,37:10,63
2231,37:11,62.8
2232,37:12,63.3
2233,37:13,62.5
2234,37:14,62.8
2235,37:15,63
2236,37:16,62.5
2238,37:18,62.5
2239,37:19,62.5
2240,37:20,62.5
2241,37:21,62.5
2243,37:23,62.5
2244,37:24,62.5
2245,37:25,62.5
2246,37:26,62.3
2247,37:27,62.3
2248,37:28,62.3
2249,37:29,62.3
2250,37:30,62
2252,37:32,62.3
2253,37:33,62.3
2254,37:34,62
2255,37:35,61.8
2256,37:36,61.8
2257,37:37,62
2258,37:38,62
2261,37:41,62
2262,37:42,61.8
2263,37:43,61.8
2264,37:44,61.8
2265,37:45,61.8
2266,37:46,61.3
2267,37:47,61.3
2269,37:49,61.8
2270,37:50,61.5
2271,37:51,61
2272,37:52,61.5
2273,37:53,61.5
2274,37:54,61.3
2275,37:55,60.8
2276,37:56,61.5
2277,37:57,61
2279,37:59,61.3
2280,38:00,61.3
2281,38:01,60.8
2282,38:02,60.8
2283,38:03,60.8
2284,38:04,60.8
2285,38:05,61
2286,38:06,60.5
2287,38:07,60.5
2289,38:09,60.5
2290,38:10,61
2291,38:11,60.5
2292,38:12,60.8
2293,38:13,60.8
2294,38:14,60.5
2295,38:15,60.8
2297,38:17,61
2298,38:18,60.5
2299,38:19,60.5
2300,38:20,60.5
2301,38:21,60.3
2303,38:23,60.3
2304,38:24,60
2305,38:25,60.3
2306,38:26,60
2307,38:27,60.3
2309,38:29,60
2310,38:30,60
2311,38:31,60
2312,38:32,59.5
2313,38:33,59.8
2315,38:35,60
2316,38:36,59.8
2317,38:37,59.8
2318,38:38,59.8
2319,38:39,59.5
2320,38:40,60
2322,38:42,60
2323,38:43,59.5
2324,38:44,59.5
2325,38:45,59
2326,38:46,59
2327,38:47,59
2328,38:48,59.5
2329,38:49,59.3
2330,38:50,59
2331,38:51,59.5
2332,38:52,59.5
2333,38:53,59.3
2334,38:54,59
2336,38:56,58.3
2337,38:57,59.3
2338,38:58,58.8
2340,39:00,58.8
2341,39:01,58.8
2342,39:02,58.8
2343,39:03,59
2344,39:04,58
2345,39:05,58.8
2346,39:06,58.8
2347,39:07,58.8
2348,39:08,58.3
2349,39:09,59
2350,39:10,58.5
2351,39:11,58.5
2353,39:13,58.3
2354,39:14,58.8
2355,39:15,58.5
2356,39:16,58.8
2357,39:17,58.3
2358,39:18,58
2359,39:19,58.3
2361,39:21,58.5
2362,39:22,58.5
2363,39:23,58.3
2364,39:24,58.3
2365,39:25,58.3
2366,39:26,57.8
2367,39:27,57.5
2368,39:28,57.8
2369,39:29,58.3
2371,39:31,58
2372,39:32,57.5
2373,39:33,57.8
2374,39:34,57.5
2375,39:35,58.3
2377,39:37,57.5
2378,39:38,57.5
2379,39:39,58
2380,39:40,57.5
2381,39:41,57.3
2382,39:42,56.8
2384,39:44,57.3
2385,39:45,57.5
2386,39:46,57
2387,39:47,57.3
2388,39:48,57.5
2389,39:49,57.3
2390,39:50,57.3
2392,39:52,57
2393,39:53,57
2394,39:54,57.3
2395,39:55,57
2396,39:56,57.3
2397,39:57,57.5
2398,39:58,56.8
2399,39:59,57
2400,40:00,57
2401,40:01,57
2403,40:03,56.5
2404,40:04,56.3
2405,40:05,57.3
2406,40:06,56.5
2407,40:07,56.8
2408,40:08,57
2410,40:10,56.8
2411,40:11,56.8
2412,40:12,56.5
2413,40:13,56.5
2414,40:14,56.3
2416,40:16,56.5
2417,40:17,56
2418,40:18,56.5
2419,40:19,56
2420,40:20,55.8
2421,40:21,56
2422,40:22,56.3
2423,40:23,56.3
2424,40:24,56.3
2425,40:25,56.3
2427,40:27,56.3
2428,40:28,55.8
2429,40:29,55.8
2430,40:30,56
2431,40:31,56
2432,40:32,55.8
2433,40:33,55.5
2435,40:35,55.5
2436,40:36,56
2437,40:37,56
2438,40:38,55.8
2439,40:39,55.5
2440,40:40,55.5
2441,40:41,55
2442,40:42,55.8
2443,40:43,55.3
2444,40:44,55.3
2445,40:45,55.3
2447,40:47,55.8
2448,40:48,55.8
2449,40:49,55.3
2450,40:50,55.8
2451,40:51,55.3
2452,40:52,54.8
2453,40:53,55.3
2455,40:55,55
2456,40:56,55
2457,40:57,55.5
2458,40:58,55
2459,40:59,54.5
2460,41:00,55
2462,41:02,55.3
2463,41:03,55
2464,41:04,55.3
2465,41:05,55
2466,41:06,54.3
2467,41:07,54.8
2468,41:08,55
2469,41:09,54.8
2471,41:11,54.8
2472,41:12,54.8
2473,41:13,54.8
2474,41:14,55
2475,41:15,54.3
2476,41:16,55
2477,41:17,54.5
2479,41:19,54.8
2480,41:20,54.3
2481,41:21,54.5
2482,41:22,54.5
2483,41:23,54.3
2484,41:24,54.5
2485,41:25,54.5
2486,41:26,54.5
2487,41:27,54
2488,41:28,53.8
2490,41:30,54.3
2491,41:31,53.8
2492,41:32,54.5
2493,41:33,53.8
2494,41:34,54.3
2495,41:35,54
2497,41:37,54.3
2498,41:38,54.3
2499,41:39,54
2500,41:40,54
2501,41:41,53.8
2503,41:43,54
2504,41:44,54
2505,41:45,54
2506,41:46,54
2507,41:47,53.8
2508,41:48,54
2509,41:49,54
2510,41:50,53.8
2511,41:51,53.8
2512,41:52,53.8
2513,41:53,53.8
2514,41:54,53.8
2515,41:55,53.5
2517,41:57,53.8
2518,41:58,53.5
2519,41:59,53.5
2520,42:00,53.5
2521,42:01,53.5
2523,42:03,53.3
2524,42:04,53.5
2525,42:05,52.5
2526,42:06,53.5
2527,42:07,53.3
2528,42:08,53.3
2529,42:09,53
2530,42:10,53
2531,42:11,53.3
2532,42:12,53
2534,42:14,52.8
2535,42:15,53
2536,42:16,53.3
2537,42:17,52.8
2538,42:18,53
2539,42:19,52.8
2540,42:20,53
2541,42:21,52.8
2542,42:22,53
2543,42:23,52.5
2545,42:25,53
2546,42:26,52.5
2547,42:27,52.5
2548,42:28,52.3
2549,42:29,52.8
2551,42:31,52.3
2552,42:32,52.5
2553,42:33,52.3
2554,42:34,52.5
2555,42:35,52.8
2556,42:36,52.3
2557,42:37,52.3
2558,42:38,52.5
2559,42:39,51.8
2560,42:40,52.3
2562,42:42,52.3
2563,42:43,52.3
2564,42:44,52.3
2565,42:45,51.8
2566,42:46,52.3
2567,42:47,51.8
2568,42:48,51.8
2570,42:50,52
2571,42:51,52
2572,42:52,52
2573,42:53,51.8
2574,42:54,51.5
2576,42:56,52
2578,42:58,51.8
2579,42:59,51.8
2580,43:00,52
2582,43:02,51.3
2583,43:03,51.3
2584,43:04,51.8
2585,43:05,51.3
2586,43:06,51.3
2587,43:07,51.8
2588,43:08,51.8
2589,43:09,51.8
2590,43:10,51.8
2591,43:11,50.8
2593,43:13,51.5
2594,43:14,51.5
2595,43:15,51.3
2596,43:16,51.3
2597,43:17,51.5
2598,43:18,51.3
2599,43:19,51
2601,43:21,51.3
2602,43:22,51.5
2603,43:23,51.3
2604,43:24,51.5
2605,43:25,51.5
2606,43:26,51.3
2607,43:27,51.3
2608,43:28,51
2609,43:29,51.3
2610,43:30,51
2612,43:32,51
2613,43:33,51
2614,43:34,50.8
2615,43:35,51.3
2616,43:36,50.5
2617,43:37,51
2618,43:38,50.5
2620,43:40,50.3
2621,43:41,50.8
2622,43:42,51
2623,43:43,50.8
2624,43:44,50.3
2625,43:45,50.5
2626,43:46,50.5
2627,43:47,50.3
2628,43:48,50
2629,43:49,50.5
2631,43:51,50.5
2632,43:52,50.3
2633,43:53,50.5
2634,43:54,50.5
2635,43:55,50
2636,43:56,50.5
2638,43:58,50.5
2639,43:59,50.5
2640,44:00,50.5
2641,44:01,50.5
2642,44:02,49.8
2643,44:03,50.5
2644,44:04,50
2646,44:06,50.3
2647,44:07,50
2648,44:08,50
2649,44:09,49.8
2650,44:10,50.3
2651,44:11,49.5
2652,44:12,50
2653,44:13,50
2654,44:14,50.3
2655,44:15,50
2656,44:16,49.8
2658,44:18,49.8
2659,44:19,50
2660,44:20,50
2661,44:21,49.5
2662,44:22,49.8
2663,44:23,49.8
2665,44:25,50
2666,44:26,49.8
2667,44:27,49.3
2668,44:28,50
2669,44:29,49.8
2671,44:31,49.8
2672,44:32,49.3
2673,44:33,49.5
2674,44:34,49.3
2675,44:35,49
2676,44:36,49.8
2678,44:38,49.5
2679,44:39,49.8
2680,44:40,49.5
2681,44:41,48.5
2682,44:42,49.5
2683,44:43,49
2685,44:45,49.5
2686,44:46,49.5
2687,44:47,49.3
2688,44:48,49.3
2689,44:49,48.5
2690,44:50,49
2691,44:51,49.3
2692,44:52,49.3
2693,44:53,49
2695,44:55,49.5
2696,44:56,49.3
2697,44:57,49
2698,44:58,49.3
2699,44:59,48.8
2700,45:00,48.8
2701,45:01,48.8
2702,45:02,49.3
2703,45:03,49.3
2705,45:05,48.8
2706,45:06,48.5
2707,45:07,48.8
2708,45:08,48.5
2709,45:09,48.5
2710,45:10,48.5
2712,45:12,48.5
2713,45:13,48.5
2714,45:14,49
2715,45:15,49
2716,45:16,48.8
2717,45:17,48.8
2718,45:18,48.5
2719,45:19,48.5
2720,45:20,48.8
2721,45:21,48.8
2722,45:22,48.3
2724,45:24,48.3
2725,45:25,48.3
2726,45:26,48
2727,45:27,48.5
2728,45:28,48.8
2729,45:29,48.3
2730,45:30,48.3
2732,45:32,48.3
2733,45:33,48.5
2734,45:34,48.5
2735,45:35,47.5
2736,45:36,48.5
2737,45:37,48
2738,45:38,48
2740,45:40,47.8
2741,45:41,48.5
2742,45:42,48
2743,45:43,47.8
2744,45:44,48
2745,45:45,48.5
2747,45:47,48
2748,45:48,47.8
2749,45:49,48
2750,45:50,48
2751,45:51,48.3
2752,45:52,48
2754,45:54,48.3
2755,45:55,47.5
2756,45:56,48.3
2757,45:57,47.8
2758,45:58,47.5
2760,46:00,48
2761,46:01,47.5
2762,46:02,47.3
2763,46:03,47.8
2764,46:04,48
2765,46:05,47.8
2766,46:06,47.8
2767,46:07,47.8
2768,46:08,47.8
2769,46:09,47.3
2770,46:10,47.5
2772,46:12,47.5
2773,46:13,47.3
2774,46:14,47.5
2775,46:15,47
2776,46:16,47
2777,46:17,47.3
2778,46:18,47.3
2780,46:20,47.3
2781,46:21,47
2782,46:22,46.5
2783,46:23,47.5
2784,46:24,47.3
2785,46:25,47.3
2786,46:26,47.3
2787,46:27,47.3
2789,46:29,47
2790,46:30,47
2791,46:31,47
2792,46:32,46.8
2793,46:33,46.8
2794,46:34,47.3
2795,46:35,47.3
2796,46:36,47
2798,46:38,46.8
2799,46:39,47
2800,46:40,46.3
2801,46:41,47
2802,46:42,46.8
2803,46:43,47.3
2804,46:44,47
2805,46:45,46.5
2807,46:47,46.8
2808,46:48,46.5
2809,46:49,47
2810,46:50,46.8
2811,46:51,47
2812,46:52,46.3
2813,46:53,46.5
2814,46:54,46.5
2816,46:56,46.8
2817,46:57,47
2818,46:58,46
2819,46:59,46.8
2820,47:00,46.8
2821,47:01,46.3
2822,47:02,46.8
2823,47:03,46.8
2825,47:05,46.3
2826,47:06,46.8
2827,47:07,46.3
2828,47:08,46.8
2829,47:09,46.8
2830,47:10,45.8
2831,47:11,46
2832,47:12,46.8
2833,47:13,46.3
2835,47:15,46.3
2836,47:16,46.5
2837,47:17,46.3
2838,47:18,46.5
2839,47:19,46
2840,47:20,45.8
2841,47:21,46.3
2842,47:22,46.3
2843,47:23,45.8
2845,47:25,46
2846,47:26,46
2847,47:27,46
2848,47:28,45.8
2849,47:29,45.8
2850,47:30,45.8
2851,47:31,46
2852,47:32,46.3
2853,47:33,45.8
2854,47:34,46.3
2855,47:35,45.5
2857,47:37,46
2858,47:38,45.8
2859,47:39,46
2860,47:40,45.8
2861,47:41,45.3
2862,47:42,45.5
2863,47:43,45.8
2864,47:44,45.8
2866,47:46,45.5
2867,47:47,45.8
2868,47:48,45
2869,47:49,45.3
2870,47:50,45.3
2872,47:52,45.8
2873,47:53,45.8
2874,47:54,45.5
2875,47:55,45.5
2876,47:56,45.5
2877,47:57,45.8
2878,47:58,45.5
2879,47:59,45.5
2881,48:01,45.5
2882,48:02,45.3
2883,48:03,45.3
2884,48:04,45
2885,48:05,45.5
2886,48:06,45
2887,48:07,45.5
2889,48:09,45.3
2890,48:10,45.3
2891,48:11,45.5
2892,48:12,45.5
2893,48:13,45.5
2894,48:14,45
2895,48:15,45.3
2896,48:16,44.8
2897,48:17,45.5
2898,48:18,45.3
2899,48:19,45.3
2900,48:20,45.3
2901,48:21,45.3
2903,48:23,45
2904,48:24,45.3
2905,48:25,45.3
2906,48:26,45.3
2907,48:27,45
2908,48:28,44.8
2909,48:29,45
2911,48:31,45
2912,48:32,45
2913,48:33,44.8
2914,48:34,45
2915,48:35,44.5
2916,48:36,44.8
2917,48:37,44.8
2918,48:38,44.8
2919,48:39,45
2921,48:41,44.8
2922,48:42,44.8
2923,48:43,45
2924,48:44,45
2925,48:45,45
2926,48:46,44.8
2927,48:47,44.5
2928,48:48,44.8
2929,48:49,45
2930,48:50,44.5
2931,48:51,44.8
2932,48:52,44.5
2933,48:53,44.8
2934,48:54,44.5
2936,48:56,44
2937,48:57,44
2938,48:58,44.5
2939,48:59,44
2940,49:00,44.5
2941,49:01,44.5
2942,49:02,44.5
2943,49:03,44
2945,49:05,44.3
2946,49:06,44.3
2947,49:07,44
2948,49:08,44.5
2949,49:09,44.8
2950,49:10,44.5
2952,49:12,44.3
2953,49:13,44.5
2954,49:14,44.5
2955,49:15,44.3
2956,49:16,44.3
2957,49:17,44
2958,49:18,44.3
2959,49:19,44.3
2961,49:21,43.8
2962,49:22,44
2963,49:23,44.5
2964,49:24,43.8
2965,49:25,44
2966,49:26,44
2968,49:28,44
2969,49:29,44
2970,49:30,44
2971,49:31,44
2972,49:32,44
2973,49:33,43.5
2974,49:34,44.3
2975,49:35,44
2977,49:37,44
2978,49:38,43.5
2979,49:39,44
2980,49:40,44
2981,49:41,44
2982,49:42,43.8
2983,49:43,44
2984,49:44,43.8
2985,49:45,44
2986,49:46,43.3
2988,49:48,44
2989,49:49,44
2990,49:50,43.8
2991,49:51,43.8
2992,49:52,43
2993,49:53,43.3
2994,49:54,43.8
2996,49:56,43.8
2997,49:57,43.3
2998,49:58,43.5
2999,49:59,43.8
3000,50:00,43.8
3001,50:01,43.8
3003,50:03,43.5
3004,50:04,43.3
3005,50:05,43.8
3006,50:06,43.5
3007,50:07,43
3008,50:08,43.5
3009,50:09,43.5
3010,50:10,42.8
3011,50:11,43.3
3012,50:12,43
3013,50:13,43.5
3015,50:15,43
3016,50:16,43.5
3017,50:17,43
3018,50:18,43.3
3019,50:19,43.5
3020,50:20,43.5
3021,50:21,43.5
3022,50:22,42.5
3023,50:23,43.5
3025,50:25,43.5
3026,50:26,43.5
3027,50:27,42.8
3028,50:28,43.3
3029,50:29,42.8
3030,50:30,43
3031,50:31,43
3032,50:32,43.3
3034,50:34,43
3035,50:35,43.3
3036,50:36,43.3
3037,50:37,42.8
3038,50:38,43
3039,50:39,43.3
3040,50:40,43.3
3041,50:41,43.3
3042,50:42,43.3
3043,50:43,42.5
3045,50:45,43
3046,50:46,42.8
3047,50:47,42.8
3048,50:48,42.5
3049,50:49,42.8
3050,50:50,42.8
3051,50:51,42.5
3053,50:53,42.5
3054,50:54,43
3055,50:55,43
3056,50:56,42.8
3057,50:57,43
3058,50:58,43
3059,50:59,42.5
3060,51:00,42.5
3061,51:01,42.8
3063,51:03,42.3
3064,51:04,43
3065,51:05,42.8
3066,51:06,42.8
3067,51:07,42.5
3069,51:09,42.3
3070,51:10,42.5
3071,51:11,42.8
3072,51:12,42.3
3073,51:13,42.5
3074,51:14,42.8
3075,51:15,42.3
3077,51:17,42.5
3078,51:18,42.5
3079,51:19,42.3
3080,51:20,42.5
3081,51:21,42.5
3082,51:22,42.3
3083,51:23,42.3
3084,51:24,42.5
3085,51:25,42.3
3086,51:26,42.3
3088,51:28,42.3
3089,51:29,42.5
3090,51:30,42.3
3091,51:31,42
3092,51:32,41.8
3093,51:33,42.3
3094,51:34,41.8
3095,51:35,41.8
3096,51:36,42
3097,51:37,42.3
3098,51:38,42.3
3100,51:40,42.3
3101,51:41,42.3
3102,51:42,42.3
3103,51:43,41.8
3104,51:44,42.3
3105,51:45,41.8
3107,51:47,42
3108,51:48,41.8
3109,51:49,42.3
3110,51:50,42
